District,Land_Type,Date,Price_Change
Yongsan,Non-Urban,2010-02-01,
Yongsan,Non-Urban,2010-03-01,
Yongsan,Non-Urban,2010-04-01,
Yongsan,Non-Urban,2010-05-01,
Yongsan,Non-Urban,2010-06-01,
Yongsan,Non-Urban,2010-07-01,
Yongsan,Non-Urban,2010-08-01,
Yongsan,Non-Urban,2010-09-01,
Yongsan,Non-Urban,2010-10-01,
Yongsan,Non-Urban,2010-11-01,
Yongsan,Non-Urban,2010-12-01,
Yongsan,Non-Urban,2011-01-01,
Yongsan,Non-Urban,2011-02-01,
Yongsan,Non-Urban,2011-03-01,
Yongsan,Non-Urban,2011-04-01,
Yongsan,Non-Urban,2011-05-01,
Yongsan,Non-Urban,2011-06-01,
Yongsan,Non-Urban,2011-07-01,
Yongsan,Non-Urban,2011-08-01,
Yongsan,Non-Urban,2011-09-01,
Yongsan,Non-Urban,2011-10-01,
Yongsan,Non-Urban,2011-11-01,
Yongsan,Non-Urban,2011-12-01,
Yongsan,Non-Urban,2012-01-01,
Yongsan,Non-Urban,2012-02-01,
Yongsan,Non-Urban,2012-03-01,
Yongsan,Non-Urban,2012-04-01,
Yongsan,Non-Urban,2012-05-01,
Yongsan,Non-Urban,2012-06-01,
Yongsan,Non-Urban,2012-07-01,
Yongsan,Non-Urban,2012-08-01,
Yongsan,Non-Urban,2012-09-01,
Yongsan,Non-Urban,2012-10-01,
Yongsan,Non-Urban,2012-11-01,
Yongsan,Non-Urban,2012-12-01,
Yongsan,Non-Urban,2013-01-01,
Yongsan,Non-Urban,2013-02-01,
Yongsan,Non-Urban,2013-03-01,
Yongsan,Non-Urban,2013-04-01,
Yongsan,Non-Urban,2013-05-01,
Yongsan,Non-Urban,2013-06-01,
Yongsan,Non-Urban,2013-07-01,
Yongsan,Non-Urban,2013-08-01,
Yongsan,Non-Urban,2013-09-01,
Yongsan,Non-Urban,2013-10-01,
Yongsan,Non-Urban,2013-11-01,
Yongsan,Non-Urban,2013-12-01,
Yongsan,Non-Urban,2014-01-01,
Yongsan,Non-Urban,2014-02-01,
Yongsan,Non-Urban,2014-03-01,
Yongsan,Non-Urban,2014-04-01,
Yongsan,Non-Urban,2014-05-01,
Yongsan,Non-Urban,2014-06-01,
Yongsan,Non-Urban,2014-07-01,
Yongsan,Non-Urban,2014-08-01,
Yongsan,Non-Urban,2014-09-01,
Yongsan,Non-Urban,2014-10-01,
Yongsan,Non-Urban,2014-11-01,
Yongsan,Non-Urban,2014-12-01,
Yongsan,Non-Urban,2015-01-01,
Yongsan,Non-Urban,2015-02-01,
Yongsan,Non-Urban,2015-03-01,
Yongsan,Non-Urban,2015-04-01,
Yongsan,Non-Urban,2015-05-01,
Yongsan,Non-Urban,2015-06-01,
Yongsan,Semi-Urban,2005-01-01,
Yongsan,Semi-Urban,2005-02-01,
Yongsan,Semi-Urban,2005-03-01,
Yongsan,Semi-Urban,2005-04-01,
Yongsan,Semi-Urban,2005-05-01,
Yongsan,Semi-Urban,2005-06-01,
Yongsan,Semi-Urban,2005-07-01,
Yongsan,Semi-Urban,2005-08-01,
Yongsan,Semi-Urban,2005-09-01,
Yongsan,Semi-Urban,2005-10-01,
Yongsan,Semi-Urban,2005-11-01,
Yongsan,Semi-Urban,2005-12-01,
Yongsan,Semi-Urban,2006-01-01,
Yongsan,Semi-Urban,2006-02-01,
Yongsan,Semi-Urban,2006-03-01,
Yongsan,Semi-Urban,2006-04-01,
Yongsan,Semi-Urban,2006-05-01,
Yongsan,Semi-Urban,2006-06-01,
Yongsan,Semi-Urban,2006-07-01,
Yongsan,Semi-Urban,2006-08-01,
Yongsan,Semi-Urban,2006-09-01,
Yongsan,Semi-Urban,2006-10-01,
Yongsan,Semi-Urban,2006-11-01,
Yongsan,Semi-Urban,2006-12-01,
Yongsan,Semi-Urban,2007-01-01,
Yongsan,Semi-Urban,2007-02-01,
Yongsan,Semi-Urban,2007-03-01,
Yongsan,Semi-Urban,2007-04-01,
Yongsan,Semi-Urban,2007-05-01,
Yongsan,Semi-Urban,2007-06-01,
Yongsan,Semi-Urban,2007-07-01,
Yongsan,Semi-Urban,2007-08-01,
Yongsan,Semi-Urban,2007-09-01,
Yongsan,Semi-Urban,2007-10-01,
Yongsan,Semi-Urban,2007-11-01,
Yongsan,Semi-Urban,2007-12-01,
Yongsan,Semi-Urban,2008-01-01,
Yongsan,Semi-Urban,2008-02-01,
Yongsan,Semi-Urban,2008-03-01,
Yongsan,Semi-Urban,2008-04-01,
Yongsan,Semi-Urban,2008-05-01,
Yongsan,Semi-Urban,2008-06-01,
Yongsan,Semi-Urban,2008-07-01,
Yongsan,Semi-Urban,2008-08-01,
Yongsan,Semi-Urban,2008-09-01,
Yongsan,Semi-Urban,2008-10-01,
Yongsan,Semi-Urban,2008-11-01,
Yongsan,Semi-Urban,2008-12-01,
Yongsan,Semi-Urban,2009-01-01,
Yongsan,Semi-Urban,2009-02-01,
Yongsan,Semi-Urban,2009-03-01,
Yongsan,Semi-Urban,2009-04-01,
Yongsan,Semi-Urban,2009-05-01,
Yongsan,Semi-Urban,2009-06-01,
Yongsan,Semi-Urban,2009-07-01,
Yongsan,Semi-Urban,2009-08-01,
Yongsan,Semi-Urban,2009-09-01,
Yongsan,Semi-Urban,2009-10-01,
Yongsan,Semi-Urban,2009-11-01,
Yongsan,Semi-Urban,2009-12-01,
Yongsan,Semi-Urban,2010-01-01,
Yongsan,Semi-Urban,2010-02-01,
Yongsan,Semi-Urban,2010-03-01,
Yongsan,Semi-Urban,2010-04-01,
Yongsan,Semi-Urban,2010-05-01,
Yongsan,Semi-Urban,2010-06-01,
Yongsan,Semi-Urban,2010-07-01,
Yongsan,Semi-Urban,2010-08-01,
Yongsan,Semi-Urban,2010-09-01,
Yongsan,Semi-Urban,2010-10-01,
Yongsan,Semi-Urban,2010-11-01,
Yongsan,Semi-Urban,2010-12-01,
Yongsan,Semi-Urban,2011-01-01,
Yongsan,Semi-Urban,2011-02-01,
Yongsan,Semi-Urban,2011-03-01,
Yongsan,Semi-Urban,2011-04-01,
Yongsan,Semi-Urban,2011-05-01,
Yongsan,Semi-Urban,2011-06-01,
Yongsan,Semi-Urban,2011-07-01,
Yongsan,Semi-Urban,2011-08-01,
Yongsan,Semi-Urban,2011-09-01,
Yongsan,Semi-Urban,2011-10-01,
Yongsan,Semi-Urban,2011-11-01,
Yongsan,Semi-Urban,2011-12-01,
Yongsan,Semi-Urban,2012-01-01,
Yongsan,Semi-Urban,2012-02-01,
Yongsan,Semi-Urban,2012-03-01,
Yongsan,Semi-Urban,2012-04-01,
Yongsan,Semi-Urban,2012-05-01,
Yongsan,Semi-Urban,2012-06-01,
Yongsan,Semi-Urban,2012-07-01,
Yongsan,Semi-Urban,2012-08-01,
Yongsan,Semi-Urban,2012-09-01,
Yongsan,Semi-Urban,2012-10-01,
Yongsan,Semi-Urban,2012-11-01,
Yongsan,Semi-Urban,2012-12-01,
Yongsan,Semi-Urban,2013-01-01,
Yongsan,Semi-Urban,2013-02-01,
Yongsan,Semi-Urban,2013-03-01,
Yongsan,Semi-Urban,2013-04-01,
Yongsan,Semi-Urban,2013-05-01,
Yongsan,Semi-Urban,2013-06-01,
Yongsan,Semi-Urban,2013-07-01,
Yongsan,Semi-Urban,2013-08-01,
Yongsan,Semi-Urban,2013-09-01,
Yongsan,Semi-Urban,2013-10-01,
Yongsan,Semi-Urban,2013-11-01,
Yongsan,Semi-Urban,2013-12-01,
Yongsan,Semi-Urban,2014-01-01,
Yongsan,Semi-Urban,2014-02-01,
Yongsan,Semi-Urban,2014-03-01,
Yongsan,Semi-Urban,2014-04-01,
Yongsan,Semi-Urban,2014-05-01,
Yongsan,Semi-Urban,2014-06-01,
Yongsan,Semi-Urban,2014-07-01,
Yongsan,Semi-Urban,2014-08-01,
Yongsan,Semi-Urban,2014-09-01,
Yongsan,Semi-Urban,2014-10-01,
Yongsan,Semi-Urban,2014-11-01,
Yongsan,Semi-Urban,2014-12-01,
Yongsan,Semi-Urban,2015-01-01,
Yongsan,Semi-Urban,2015-02-01,
Yongsan,Semi-Urban,2015-03-01,
Yongsan,Semi-Urban,2015-04-01,
Yongsan,Semi-Urban,2015-05-01,
Yongsan,Semi-Urban,2015-06-01,
Yongsan,Semi-Agriculture,2005-01-01,
Yongsan,Semi-Agriculture,2005-02-01,
Yongsan,Semi-Agriculture,2005-03-01,
Yongsan,Semi-Agriculture,2005-04-01,
Yongsan,Semi-Agriculture,2005-05-01,
Yongsan,Semi-Agriculture,2005-06-01,
Yongsan,Semi-Agriculture,2005-07-01,
Yongsan,Semi-Agriculture,2005-08-01,
Yongsan,Semi-Agriculture,2005-09-01,
Yongsan,Semi-Agriculture,2005-10-01,
Yongsan,Semi-Agriculture,2005-11-01,
Yongsan,Semi-Agriculture,2005-12-01,
Yongsan,Semi-Agriculture,2006-01-01,
Yongsan,Semi-Agriculture,2006-02-01,
Yongsan,Semi-Agriculture,2006-03-01,
Yongsan,Semi-Agriculture,2006-04-01,
Yongsan,Semi-Agriculture,2006-05-01,
Yongsan,Semi-Agriculture,2006-06-01,
Yongsan,Semi-Agriculture,2006-07-01,
Yongsan,Semi-Agriculture,2006-08-01,
Yongsan,Semi-Agriculture,2006-09-01,
Yongsan,Semi-Agriculture,2006-10-01,
Yongsan,Semi-Agriculture,2006-11-01,
Yongsan,Semi-Agriculture,2006-12-01,
Yongsan,Semi-Agriculture,2007-01-01,
Yongsan,Semi-Agriculture,2007-02-01,
Yongsan,Semi-Agriculture,2007-03-01,
Yongsan,Semi-Agriculture,2007-04-01,
Yongsan,Semi-Agriculture,2007-05-01,
Yongsan,Semi-Agriculture,2007-06-01,
Yongsan,Semi-Agriculture,2007-07-01,
Yongsan,Semi-Agriculture,2007-08-01,
Yongsan,Semi-Agriculture,2007-09-01,
Yongsan,Semi-Agriculture,2007-10-01,
Yongsan,Semi-Agriculture,2007-11-01,
Yongsan,Semi-Agriculture,2007-12-01,
Yongsan,Semi-Agriculture,2008-01-01,
Yongsan,Semi-Agriculture,2008-02-01,
Yongsan,Semi-Agriculture,2008-03-01,
Yongsan,Semi-Agriculture,2008-04-01,
Yongsan,Semi-Agriculture,2008-05-01,
Yongsan,Semi-Agriculture,2008-06-01,
Yongsan,Semi-Agriculture,2008-07-01,
Yongsan,Semi-Agriculture,2008-08-01,
Yongsan,Semi-Agriculture,2008-09-01,
Yongsan,Semi-Agriculture,2008-10-01,
Yongsan,Semi-Agriculture,2008-11-01,
Yongsan,Semi-Agriculture,2008-12-01,
Yongsan,Semi-Agriculture,2009-01-01,
Yongsan,Semi-Agriculture,2009-02-01,
Yongsan,Semi-Agriculture,2009-03-01,
Yongsan,Semi-Agriculture,2009-04-01,
Yongsan,Semi-Agriculture,2009-05-01,
Yongsan,Semi-Agriculture,2009-06-01,
Yongsan,Semi-Agriculture,2009-07-01,
Yongsan,Semi-Agriculture,2009-08-01,
Yongsan,Semi-Agriculture,2009-09-01,
Yongsan,Semi-Agriculture,2009-10-01,
Yongsan,Semi-Agriculture,2009-11-01,
Yongsan,Semi-Agriculture,2009-12-01,
Yongsan,Semi-Agriculture,2010-01-01,
Yongsan,Semi-Agriculture,2010-02-01,
Yongsan,Semi-Agriculture,2010-03-01,
Yongsan,Semi-Agriculture,2010-04-01,
Yongsan,Semi-Agriculture,2010-05-01,
Yongsan,Semi-Agriculture,2010-06-01,
Yongsan,Semi-Agriculture,2010-07-01,
Yongsan,Semi-Agriculture,2010-08-01,
Yongsan,Semi-Agriculture,2010-09-01,
Yongsan,Semi-Agriculture,2010-10-01,
Yongsan,Semi-Agriculture,2010-11-01,
Yongsan,Semi-Agriculture,2010-12-01,
Yongsan,Semi-Agriculture,2011-01-01,
Yongsan,Semi-Agriculture,2011-02-01,
Yongsan,Semi-Agriculture,2011-03-01,
Yongsan,Semi-Agriculture,2011-04-01,
Yongsan,Semi-Agriculture,2011-05-01,
Yongsan,Semi-Agriculture,2011-06-01,
Yongsan,Semi-Agriculture,2011-07-01,
Yongsan,Semi-Agriculture,2011-08-01,
Yongsan,Semi-Agriculture,2011-09-01,
Yongsan,Semi-Agriculture,2011-10-01,
Yongsan,Semi-Agriculture,2011-11-01,
Yongsan,Semi-Agriculture,2011-12-01,
Yongsan,Semi-Agriculture,2012-01-01,
Yongsan,Semi-Agriculture,2012-02-01,
Yongsan,Semi-Agriculture,2012-03-01,
Yongsan,Semi-Agriculture,2012-04-01,
Yongsan,Semi-Agriculture,2012-05-01,
Yongsan,Semi-Agriculture,2012-06-01,
Yongsan,Semi-Agriculture,2012-07-01,
Yongsan,Semi-Agriculture,2012-08-01,
Yongsan,Semi-Agriculture,2012-09-01,
Yongsan,Semi-Agriculture,2012-10-01,
Yongsan,Semi-Agriculture,2012-11-01,
Yongsan,Semi-Agriculture,2012-12-01,
Yongsan,Semi-Agriculture,2013-01-01,
Yongsan,Semi-Agriculture,2013-02-01,
Yongsan,Semi-Agriculture,2013-03-01,
Yongsan,Semi-Agriculture,2013-04-01,
Yongsan,Semi-Agriculture,2013-05-01,
Yongsan,Semi-Agriculture,2013-06-01,
Yongsan,Semi-Agriculture,2013-07-01,
Yongsan,Semi-Agriculture,2013-08-01,
Yongsan,Semi-Agriculture,2013-09-01,
Yongsan,Semi-Agriculture,2013-10-01,
Yongsan,Semi-Agriculture,2013-11-01,
Yongsan,Semi-Agriculture,2013-12-01,
Yongsan,Semi-Agriculture,2014-01-01,
Yongsan,Semi-Agriculture,2014-02-01,
Yongsan,Semi-Agriculture,2014-03-01,
Yongsan,Semi-Agriculture,2014-04-01,
Yongsan,Semi-Agriculture,2014-05-01,
Yongsan,Semi-Agriculture,2014-06-01,
Yongsan,Semi-Agriculture,2014-07-01,
Yongsan,Semi-Agriculture,2014-08-01,
Yongsan,Semi-Agriculture,2014-09-01,
Yongsan,Semi-Agriculture,2014-10-01,
Yongsan,Semi-Agriculture,2014-11-01,
Yongsan,Semi-Agriculture,2014-12-01,
Yongsan,Semi-Agriculture,2015-01-01,
Yongsan,Semi-Agriculture,2015-02-01,
Yongsan,Semi-Agriculture,2015-03-01,
Yongsan,Semi-Agriculture,2015-04-01,
Yongsan,Semi-Agriculture,2015-05-01,
Yongsan,Semi-Agriculture,2015-06-01,
Seongdong,Dwelling,2005-01-01,0.074
Seongdong,Dwelling,2005-02-01,0.098
Seongdong,Dwelling,2005-03-01,0.395
Seongdong,Dwelling,2005-04-01,0.434
Seongdong,Dwelling,2005-05-01,0.661
Seongdong,Dwelling,2005-06-01,1.126
Seongdong,Dwelling,2005-07-01,0.33
Seongdong,Dwelling,2005-08-01,0.975
Seongdong,Dwelling,2005-09-01,0.556
Seongdong,Dwelling,2005-10-01,1.188
Seongdong,Dwelling,2005-11-01,0.991
Seongdong,Dwelling,2005-12-01,0.444
Seongdong,Dwelling,2006-01-01,0.404
Seongdong,Dwelling,2006-02-01,0.645
Seongdong,Dwelling,2006-03-01,0.817
Seongdong,Dwelling,2006-04-01,0.888
Seongdong,Dwelling,2006-05-01,1.05
Seongdong,Dwelling,2006-06-01,0.999
Seongdong,Dwelling,2006-07-01,0.821
Seongdong,Dwelling,2006-08-01,0.872
Seongdong,Dwelling,2006-09-01,1.176
Seongdong,Dwelling,2006-10-01,1.153
Seongdong,Dwelling,2006-11-01,1.201
Seongdong,Dwelling,2006-12-01,1.126
Seongdong,Dwelling,2007-01-01,0.853
Seongdong,Dwelling,2007-02-01,0.777
Seongdong,Dwelling,2007-03-01,0.745
Seongdong,Dwelling,2007-04-01,0.7
Seongdong,Dwelling,2007-05-01,0.74
Seongdong,Dwelling,2007-06-01,0.774
Seongdong,Dwelling,2007-07-01,0.709
Seongdong,Dwelling,2007-08-01,0.816
Seongdong,Dwelling,2007-09-01,0.901
Seongdong,Dwelling,2007-10-01,1.185
Seongdong,Dwelling,2007-11-01,1.241
Seongdong,Dwelling,2007-12-01,1.238
Seongdong,Dwelling,2008-01-01,1.005
Seongdong,Dwelling,2008-02-01,0.971
Seongdong,Dwelling,2008-03-01,1.045
Seongdong,Dwelling,2008-04-01,1.074
Seongdong,Dwelling,2008-05-01,1.056
Seongdong,Dwelling,2008-06-01,0.865
Seongdong,Dwelling,2008-07-01,0.597
Seongdong,Dwelling,2008-08-01,0.619
Seongdong,Dwelling,2008-09-01,0.547
Seongdong,Dwelling,2008-10-01,-0.152
Seongdong,Dwelling,2008-11-01,-2.598
Seongdong,Dwelling,2008-12-01,-4.038
Seongdong,Dwelling,2009-01-01,-1.25
Seongdong,Dwelling,2009-02-01,-0.555
Seongdong,Dwelling,2009-03-01,0.036
Seongdong,Dwelling,2009-04-01,0.332
Seongdong,Dwelling,2009-05-01,0.345
Seongdong,Dwelling,2009-06-01,0.388
Seongdong,Dwelling,2009-07-01,0.357
Seongdong,Dwelling,2009-08-01,0.843
Seongdong,Dwelling,2009-09-01,0.549
Seongdong,Dwelling,2009-10-01,0.482
Seongdong,Dwelling,2009-11-01,0.457
Seongdong,Dwelling,2009-12-01,0.438
Seongdong,Dwelling,2010-01-01,0.419
Seongdong,Dwelling,2010-02-01,0.403
Seongdong,Dwelling,2010-03-01,0.335
Seongdong,Dwelling,2010-04-01,0.205
Seongdong,Dwelling,2010-05-01,0.174
Seongdong,Dwelling,2010-06-01,0.047
Seongdong,Dwelling,2010-07-01,-0.013
Seongdong,Dwelling,2010-08-01,-0.034
Seongdong,Dwelling,2010-09-01,-0.068
Seongdong,Dwelling,2010-10-01,-0.264
Seongdong,Dwelling,2010-11-01,-0.226
Seongdong,Dwelling,2010-12-01,-0.189
Seongdong,Dwelling,2011-01-01,0.081
Seongdong,Dwelling,2011-02-01,0.12
Seongdong,Dwelling,2011-03-01,0.202
Seongdong,Dwelling,2011-04-01,0.139
Seongdong,Dwelling,2011-05-01,0.099
Seongdong,Dwelling,2011-06-01,0.056
Seongdong,Dwelling,2011-07-01,0.036
Seongdong,Dwelling,2011-08-01,0.03
Seongdong,Dwelling,2011-09-01,0.043
Seongdong,Dwelling,2011-10-01,0.038
Seongdong,Dwelling,2011-11-01,0.035
Seongdong,Dwelling,2011-12-01,0.039
Seongdong,Dwelling,2012-01-01,0.05
Seongdong,Dwelling,2012-02-01,0.051
Seongdong,Dwelling,2012-03-01,0.076
Seongdong,Dwelling,2012-04-01,0.077
Seongdong,Dwelling,2012-05-01,0.082
Seongdong,Dwelling,2012-06-01,-0.02
Seongdong,Dwelling,2012-07-01,-0.258
Seongdong,Dwelling,2012-08-01,-0.295
Seongdong,Dwelling,2012-09-01,-0.248
Seongdong,Dwelling,2012-10-01,-0.131
Seongdong,Dwelling,2012-11-01,0.241
Seongdong,Dwelling,2012-12-01,0.152
Seongdong,Dwelling,2013-01-01,-0.128
Seongdong,Dwelling,2013-02-01,0.089
Seongdong,Dwelling,2013-03-01,0.154
Seongdong,Dwelling,2013-04-01,-0.125
Seongdong,Dwelling,2013-05-01,0.067
Seongdong,Dwelling,2013-06-01,0.118
Seongdong,Dwelling,2013-07-01,-0.08
Seongdong,Dwelling,2013-08-01,-0.037
Seongdong,Dwelling,2013-09-01,0.076
Seongdong,Dwelling,2013-10-01,0.111
Seongdong,Dwelling,2013-11-01,0.331
Seongdong,Dwelling,2013-12-01,-0.04
Seongdong,Dwelling,2014-01-01,0.173
Seongdong,Dwelling,2014-02-01,0.158
Seongdong,Dwelling,2014-03-01,0.475
Seongdong,Dwelling,2014-04-01,0.159
Seongdong,Dwelling,2014-05-01,0.112
Seongdong,Dwelling,2014-06-01,0.054
Seongdong,Dwelling,2014-07-01,0.095
Seongdong,Dwelling,2014-08-01,0.104
Seongdong,Dwelling,2014-09-01,0.144
Seongdong,Dwelling,2014-10-01,0.383
Seongdong,Dwelling,2014-11-01,-0.197
Seongdong,Dwelling,2014-12-01,0.062
Seongdong,Dwelling,2015-01-01,0.099
Seongdong,Dwelling,2015-02-01,0.157
Seongdong,Dwelling,2015-03-01,0.085
Seongdong,Dwelling,2015-04-01,0.064
Seongdong,Dwelling,2015-05-01,0.163
Seongdong,Dwelling,2015-06-01,0.18
Seongdong,Dwelling,2015-07-01,0.253
Seongdong,Dwelling,2015-08-01,0.224
Seongdong,Dwelling,2015-09-01,0.233
Seongdong,Dwelling,2015-10-01,0.211
Seongdong,Dwelling,2015-11-01,0.271
Seongdong,Dwelling,2015-12-01,0.163
Seongdong,Dwelling,2016-01-01,0.085
Seongdong,Dwelling,2016-02-01,0.134
Seongdong,Dwelling,2016-03-01,0.233
Seongdong,Dwelling,2016-04-01,0.23
Seongdong,Dwelling,2016-05-01,0.225
Seongdong,Dwelling,2016-06-01,0.32
Seongdong,Dwelling,2016-07-01,0.323
Seongdong,Dwelling,2016-08-01,0.281
Seongdong,Dwelling,2016-09-01,0.279
Seongdong,Dwelling,2016-10-01,0.312
Seongdong,Dwelling,2016-11-01,0.301
Seongdong,Dwelling,2016-12-01,0.235
Seongdong,Dwelling,2017-01-01,0.12
Seongdong,Dwelling,2017-02-01,0.24
Seongdong,Dwelling,2017-03-01,0.462
Seongdong,Dwelling,2017-04-01,0.256
Seongdong,Dwelling,2017-05-01,0.41
Seongdong,Dwelling,2017-06-01,0.737
Seongdong,Dwelling,2017-07-01,0.519
Seongdong,Dwelling,2017-08-01,0.491
Seongdong,Dwelling,2017-09-01,0.323
Seongdong,Dwelling,2017-10-01,0.366
Seongdong,Dwelling,2017-11-01,0.407
Seongdong,Dwelling,2017-12-01,0.401
Seongdong,Dwelling,2018-01-01,0.387
Seongdong,Dwelling,2018-02-01,0.444
Seongdong,Dwelling,2018-03-01,0.381
Seongdong,Dwelling,2018-04-01,0.472
Seongdong,Dwelling,2018-05-01,0.501
Seongdong,Dwelling,2018-06-01,0.431
Seongdong,Dwelling,2018-07-01,0.537
Seongdong,Dwelling,2018-08-01,0.621
Seongdong,Dwelling,2018-09-01,0.774
Seongdong,Dwelling,2018-10-01,0.793
Seongdong,Dwelling,2018-11-01,0.847
Seongdong,Dwelling,2018-12-01,0.59
Seongdong,Dwelling,2019-01-01,0.359
Seongdong,Dwelling,2019-02-01,0.27
Seongdong,Dwelling,2019-03-01,0.44
Seongdong,Dwelling,2019-04-01,0.233
Seongdong,Dwelling,2019-05-01,0.418
Seongdong,Dwelling,2019-06-01,0.395
Seongdong,Dwelling,2019-07-01,0.639
Seongdong,Dwelling,2019-08-01,0.421
Seongdong,Dwelling,2019-09-01,0.525
Seongdong,Dwelling,2019-10-01,0.219
Seongdong,Dwelling,2019-11-01,0.266
Seongdong,Dwelling,2019-12-01,0.268
Seongdong,Dwelling,2020-01-01,0.31
Seongdong,Dwelling,2020-02-01,0.245
Seongdong,Dwelling,2020-03-01,0.33
Seongdong,Dwelling,2020-04-01,0.289
Seongdong,Dwelling,2020-05-01,0.23
Seongdong,Dwelling,2020-06-01,0.383
Seongdong,Dwelling,2020-07-01,0.4
Seongdong,Dwelling,2020-08-01,0.428
Seongdong,Dwelling,2020-09-01,0.362
Seongdong,Dwelling,2020-10-01,0.315
Seongdong,Dwelling,2020-11-01,0.302
Seongdong,Dwelling,2020-12-01,0.257
Seongdong,Dwelling,2021-01-01,0.333
Seongdong,Dwelling,2021-02-01,0.337
Seongdong,Dwelling,2021-03-01,0.341
Seongdong,Dwelling,2021-04-01,0.408
Seongdong,Dwelling,2021-05-01,0.35
Seongdong,Dwelling,2021-06-01,0.33
Seongdong,Dwelling,2021-07-01,0.323
Seongdong,Dwelling,2021-08-01,0.357
Seongdong,Dwelling,2021-09-01,0.386
Seongdong,Dwelling,2021-10-01,0.377
Seongdong,Dwelling,2021-11-01,0.402
Seongdong,Dwelling,2021-12-01,0.43
Seongdong,Dwelling,2022-01-01,0.335
Seongdong,Dwelling,2022-02-01,0.233
Seongdong,Dwelling,2022-03-01,0.312
Seongdong,Dwelling,2022-04-01,0.278
Seongdong,Dwelling,2022-05-01,0.289
Seongdong,Dwelling,2022-06-01,0.279
Seongdong,Dwelling,2022-07-01,0.282
Seongdong,Dwelling,2022-08-01,0.358
Seongdong,Dwelling,2022-09-01,0.246
Seongdong,Dwelling,2022-10-01,0.018
Seongdong,Dwelling,2022-11-01,-0.01
Seongdong,Dwelling,2022-12-01,-0.007
Seongdong,Dwelling,2023-01-01,-0.013
Seongdong,Dwelling,2023-02-01,-0.008
Seongdong,Dwelling,2023-03-01,-0.036
Seongdong,Dwelling,2023-04-01,-0.016
Seongdong,Dwelling,2023-05-01,0.032
Seongdong,Dwelling,2023-06-01,0.034
Seongdong,Dwelling,2023-07-01,0.035
Seongdong,Dwelling,2023-08-01,0.059
Seongdong,Dwelling,2023-09-01,0.113
Seongdong,Dwelling,2023-10-01,0.196
Seongdong,Dwelling,2023-11-01,0.161
Seongdong,Dwelling,2023-12-01,0.109
Seongdong,Dwelling,2024-01-01,0.128
Seongdong,Dwelling,2024-02-01,0.109
Seongdong,Dwelling,2024-03-01,0.137
Seongdong,Dwelling,2024-04-01,0.15
Seongdong,Dwelling,2024-05-01,0.179
Seongdong,Dwelling,2024-06-01,0.195
Seongdong,Dwelling,2024-07-01,0.2
Seongdong,Dwelling,2024-08-01,0.179
Seongdong,Dwelling,2024-09-01,0.201
Seongdong,Dwelling,2024-10-01,0.209
Seongdong,Dwelling,2024-11-01,0.237
Seongdong,Dwelling,2024-12-01,0.229
Seongdong,Dwelling,2025-01-01,0.212
Seongdong,Dwelling,2025-02-01,0.217
Seongdong,Dwelling,2025-03-01,0.271
Seongdong,Dwelling,2025-04-01,0.267
Seongdong,Dwelling,2025-05-01,0.291
Seongdong,Dwelling,2025-06-01,0.297
Seongdong,Dwelling,2025-07-01,0.273
Seongdong,Dwelling,2025-08-01,0.3
Seongdong,Dwelling,2025-09-01,0.349
Seongdong,Dwelling,2025-10-01,0.369
Seongdong,Dwelling,2025-11-01,0.361
Seongdong,Commercial,2005-01-01,0.196
Seongdong,Commercial,2005-02-01,0.0
Seongdong,Commercial,2005-03-01,2.496
Seongdong,Commercial,2005-04-01,0.0
Seongdong,Commercial,2005-05-01,0.0
Seongdong,Commercial,2005-06-01,0.0
Seongdong,Commercial,2005-07-01,0.0
Seongdong,Commercial,2005-08-01,1.191
Seongdong,Commercial,2005-09-01,1.416
Seongdong,Commercial,2005-10-01,0.342
Seongdong,Commercial,2005-11-01,0.34
Seongdong,Commercial,2005-12-01,0.604
Seongdong,Commercial,2006-01-01,0.6
Seongdong,Commercial,2006-02-01,0.701
Seongdong,Commercial,2006-03-01,0.878
Seongdong,Commercial,2006-04-01,1.006
Seongdong,Commercial,2006-05-01,0.827
Seongdong,Commercial,2006-06-01,0.87
Seongdong,Commercial,2006-07-01,0.233
Seongdong,Commercial,2006-08-01,0.233
Seongdong,Commercial,2006-09-01,0.693
Seongdong,Commercial,2006-10-01,0.644
Seongdong,Commercial,2006-11-01,0.673
Seongdong,Commercial,2006-12-01,0.583
Seongdong,Commercial,2007-01-01,0.364
Seongdong,Commercial,2007-02-01,0.224
Seongdong,Commercial,2007-03-01,0.214
Seongdong,Commercial,2007-04-01,0.297
Seongdong,Commercial,2007-05-01,0.329
Seongdong,Commercial,2007-06-01,0.369
Seongdong,Commercial,2007-07-01,0.819
Seongdong,Commercial,2007-08-01,0.906
Seongdong,Commercial,2007-09-01,1.135
Seongdong,Commercial,2007-10-01,1.111
Seongdong,Commercial,2007-11-01,1.301
Seongdong,Commercial,2007-12-01,1.426
Seongdong,Commercial,2008-01-01,1.103
Seongdong,Commercial,2008-02-01,1.026
Seongdong,Commercial,2008-03-01,1.127
Seongdong,Commercial,2008-04-01,1.182
Seongdong,Commercial,2008-05-01,1.078
Seongdong,Commercial,2008-06-01,0.927
Seongdong,Commercial,2008-07-01,0.548
Seongdong,Commercial,2008-08-01,0.602
Seongdong,Commercial,2008-09-01,0.516
Seongdong,Commercial,2008-10-01,-0.439
