District,Date,Population_0-5,Population_13-18,Population_19-64,Population_6-12,Population_65+,Population_Total,Population_Female_0-5,Population_Female_13-18,Population_Female_19-64,Population_Female_6-12,Population_Female_65+,Population_Female_Total,Population_Male_0-5,Population_Male_13-18,Population_Male_19-64,Population_Male_6-12,Population_Male_65+,Population_Male_Total
Yeongdeungpo,2010-08-01,22036,26673,287753,25703,40450,402615,10638,12485,141680,12423,22643,199869,11398,14188,146073,13280,17807,202746
Yeongdeungpo,2010-09-01,21883,26494,287458,25604,40485,401924,10583,12402,141537,12371,22646,199539,11300,14092,145921,13233,17839,202385
Yeongdeungpo,2010-10-01,21859,26520,291912,25522,41985,407798,10593,12427,143492,12341,23384,202237,11266,14093,148420,13181,18601,205561
Yeongdeungpo,2010-11-01,21857,26387,291674,25391,42005,407314,10575,12396,143373,12245,23389,201978,11282,13991,148301,13146,18616,205336
Yeongdeungpo,2010-12-01,21880,26283,291408,25179,42083,406833,10594,12348,143240,12112,23433,201727,11286,13935,148168,13067,18650,205106
Yeongdeungpo,2011-01-01,21860,26114,291513,24969,42249,406705,10603,12249,143371,11977,23512,201712,11257,13865,148142,12992,18737,204993
Yeongdeungpo,2011-02-01,21799,25922,291616,24681,42393,406411,10577,12164,143405,11848,23583,201577,11222,13758,148211,12833,18810,204834
Yeongdeungpo,2011-03-01,21720,25966,291506,24516,42568,406276,10522,12192,143346,11767,23656,201483,11198,13774,148160,12749,18912,204793
Yeongdeungpo,2011-04-01,21642,25799,291324,24407,42699,405871,10512,12125,143256,11711,23738,201342,11130,13674,148068,12696,18961,204529
Yeongdeungpo,2011-05-01,21624,25622,290932,24266,42809,405253,10521,12077,143043,11629,23803,201073,11103,13545,147889,12637,19006,204180
Yeongdeungpo,2011-06-01,21565,25518,290251,24124,42788,404246,10487,12028,142780,11548,23781,200624,11078,13490,147471,12576,19007,203622
Yeongdeungpo,2011-07-01,21459,25350,289357,23998,42898,403062,10450,11950,142362,11489,23832,200083,11009,13400,146995,12509,19066,202979
Yeongdeungpo,2011-08-01,21365,25149,288156,23740,42908,401318,10407,11863,141760,11370,23822,199222,10958,13286,146396,12370,19086,202096
Yeongdeungpo,2011-09-01,21379,25065,287559,23598,43042,400643,10439,11853,141479,11294,23871,198936,10940,13212,146080,12304,19171,201707
Yeongdeungpo,2011-10-01,21269,24905,286685,23420,43086,399365,10384,11768,141070,11234,23887,198343,10885,13137,145615,12186,19199,201022
Yeongdeungpo,2011-11-01,21245,24793,285868,23259,43134,398299,10377,11730,140710,11172,23910,197899,10868,13063,145158,12087,19224,200400
Yeongdeungpo,2011-12-01,21144,24660,285313,23111,43215,397443,10318,11622,140463,11098,23955,197456,10826,13038,144850,12013,19260,199987
Yeongdeungpo,2012-01-01,21072,24482,285101,22919,43453,397027,10292,11515,140408,11013,24072,197300,10780,12967,144693,11906,19381,199727
Yeongdeungpo,2012-02-01,20984,24351,284668,22711,43853,396567,10272,11460,140294,10888,24265,197179,10712,12891,144374,11823,19588,199388
Yeongdeungpo,2012-03-01,20953,24229,284291,22645,44078,396196,10271,11431,140108,10848,24380,197038,10682,12798,144183,11797,19698,199158
Yeongdeungpo,2012-04-01,20927,24140,283809,22530,44183,395589,10275,11398,139896,10785,24434,196788,10652,12742,143913,11745,19749,198801
Yeongdeungpo,2012-05-01,20880,24048,283252,22434,44277,394891,10250,11370,139582,10749,24490,196441,10630,12678,143670,11685,19787,198450
Yeongdeungpo,2012-06-01,20866,23931,282743,22374,44365,394279,10246,11317,139323,10706,24528,196120,10620,12614,143420,11668,19837,198159
Yeongdeungpo,2012-07-01,20806,23826,282393,22228,44532,393785,10222,11245,139153,10631,24604,195855,10584,12581,143240,11597,19928,197930
Yeongdeungpo,2012-08-01,20733,23669,281949,22136,44718,393205,10176,11195,138910,10602,24686,195569,10557,12474,143039,11534,20032,197636
Yeongdeungpo,2012-09-01,20686,23622,281705,22030,44932,392975,10144,11150,138807,10559,24795,195455,10542,12472,142898,11471,20137,197520
Yeongdeungpo,2012-10-01,20635,23543,281152,21915,45089,392334,10137,11109,138513,10517,24875,195151,10498,12434,142639,11398,20214,197183
Yeongdeungpo,2012-11-01,20601,23502,280794,21767,45212,391876,10127,11104,138324,10434,24936,194925,10474,12398,142470,11333,20276,196951
Yeongdeungpo,2012-12-01,20587,23437,280347,21620,45417,391408,10105,11088,138082,10349,25019,194643,10482,12349,142265,11271,20398,196765
Yeongdeungpo,2013-01-01,20469,23404,280336,21432,45662,391303,10047,11059,138060,10267,25161,194594,10422,12345,142276,11165,20501,196709
Yeongdeungpo,2013-02-01,20446,23264,280145,21191,45941,390987,10014,11025,138013,10150,25279,194481,10432,12239,142132,11041,20662,196506
Yeongdeungpo,2013-03-01,20335,23210,280150,21078,46117,390890,9985,11026,138033,10087,25354,194485,10350,12184,142117,10991,20763,196405
Yeongdeungpo,2013-04-01,20208,23109,279945,21026,46220,390508,9911,10992,138000,10066,25409,194378,10297,12117,141945,10960,20811,196130
Yeongdeungpo,2013-05-01,20153,22992,279684,21000,46342,390171,9869,10957,137911,10053,25484,194274,10284,12035,141773,10947,20858,195897
Yeongdeungpo,2013-06-01,20106,22871,279248,20950,46443,389618,9834,10907,137741,10019,25546,194047,10272,11964,141507,10931,20897,195571
Yeongdeungpo,2013-07-01,20111,22765,279048,20855,46560,389339,9863,10879,137592,9960,25596,193890,10248,11886,141456,10895,20964,195449
Yeongdeungpo,2013-08-01,19999,22670,278714,20767,46721,388871,9802,10818,137428,9925,25680,193653,10197,11852,141286,10842,21041,195218
Yeongdeungpo,2013-09-01,19932,22563,278418,20733,46827,388473,9780,10764,137257,9908,25735,193444,10152,11799,141161,10825,21092,195029
Yeongdeungpo,2013-10-01,19844,22435,278083,20669,46956,387987,9732,10720,137078,9861,25797,193188,10112,11715,141005,10808,21159,194799
Yeongdeungpo,2013-11-01,19685,22377,277617,20556,47102,387337,9645,10704,136928,9823,25869,192969,10040,11673,140689,10733,21233,194368
Yeongdeungpo,2013-12-01,19671,22251,276927,20364,47258,386471,9656,10688,136564,9713,25970,192591,10015,11563,140363,10651,21288,193880
Yeongdeungpo,2014-01-01,19499,22168,276759,20285,47539,386250,9589,10645,136453,9655,26123,192465,9910,11523,140306,10630,21416,193785
Yeongdeungpo,2014-02-01,19328,22081,276565,20081,47729,385784,9514,10633,136424,9547,26215,192333,9814,11448,140141,10534,21514,193451
Yeongdeungpo,2014-03-01,19254,22067,276628,20059,47985,385993,9442,10604,136489,9573,26374,192482,9812,11463,140139,10486,21611,193511
Yeongdeungpo,2014-04-01,19288,21927,276681,20009,48158,386063,9474,10559,136495,9526,26477,192531,9814,11368,140186,10483,21681,193532
Yeongdeungpo,2014-05-01,19265,21873,276597,19947,48320,386002,9457,10533,136512,9508,26594,192604,9808,11340,140085,10439,21726,193398
Yeongdeungpo,2014-06-01,19184,21711,276446,19908,48405,385654,9413,10472,136436,9496,26619,192436,9771,11239,140010,10412,21786,193218
Yeongdeungpo,2014-07-01,19126,21537,275974,19840,48593,385070,9383,10358,136245,9464,26711,192161,9743,11179,139729,10376,21882,192909
Yeongdeungpo,2014-08-01,19067,21419,275471,19666,48753,384376,9347,10286,136015,9371,26792,191811,9720,11133,139456,10295,21961,192565
Yeongdeungpo,2014-09-01,19045,21263,275122,19614,48948,383992,9333,10184,135843,9357,26879,191596,9712,11079,139279,10257,22069,192396
Yeongdeungpo,2014-10-01,18982,21072,274829,19541,49055,383479,9327,10093,135692,9333,26928,191373,9655,10979,139137,10208,22127,192106
Yeongdeungpo,2014-11-01,18871,20942,274466,19429,49076,382784,9271,10039,135551,9259,26966,191086,9600,10903,138915,10170,22110,191698
Yeongdeungpo,2014-12-01,18833,20815,274217,19303,49184,382352,9253,9961,135446,9207,27021,190888,9580,10854,138771,10096,22163,191464
Yeongdeungpo,2015-01-01,18779,20690,274462,19321,49482,382734,9209,9868,135604,9247,27180,191108,9570,10822,138858,10074,22302,191626
Yeongdeungpo,2015-02-01,18824,20578,274495,19097,49722,382716,9231,9795,135618,9145,27292,191081,9593,10783,138877,9952,22430,191635
Yeongdeungpo,2015-03-01,18821,20465,274442,19022,49915,382665,9238,9753,135627,9109,27384,191111,9583,10712,138815,9913,22531,191554
Yeongdeungpo,2015-04-01,18850,20379,274261,18976,50087,382553,9254,9710,135605,9091,27475,191135,9596,10669,138656,9885,22612,191418
Yeongdeungpo,2015-05-01,18843,20272,273887,18912,50225,382139,9268,9666,135446,9036,27562,190978,9575,10606,138441,9876,22663,191161
Yeongdeungpo,2015-06-01,18887,20159,273430,18915,50256,381647,9290,9613,135201,9028,27608,190740,9597,10546,138229,9887,22648,190907
Yeongdeungpo,2015-07-01,18856,20108,273099,18823,50397,381283,9260,9606,135063,8978,27687,190594,9596,10502,138036,9845,22710,190689
Yeongdeungpo,2015-08-01,18784,20011,272776,18749,50468,380788,9223,9545,134905,8944,27712,190329,9561,10466,137871,9805,22756,190459
Yeongdeungpo,2015-09-01,18781,19887,272443,18747,50582,380440,9199,9477,134731,8964,27783,190154,9582,10410,137712,9783,22799,190286
Yeongdeungpo,2015-10-01,18718,19743,271815,18719,50678,379673,9173,9415,134358,8938,27836,189720,9545,10328,137457,9781,22842,189953
Yeongdeungpo,2015-11-01,18655,19608,271431,18655,50699,379048,9146,9323,134158,8923,27849,189399,9509,10285,137273,9732,22850,189649
Yeongdeungpo,2015-12-01,18659,19446,271015,18545,50839,378504,9149,9256,133895,8870,27940,189110,9510,10190,137120,9675,22899,189394
Yeongdeungpo,2016-01-01,18568,19305,271209,18471,51003,378556,9116,9200,133975,8828,28026,189145,9452,10105,137234,9643,22977,189411
Yeongdeungpo,2016-02-01,18603,19246,271315,18294,51120,378578,9141,9165,134058,8734,28072,189170,9462,10081,137257,9560,23048,189408
Yeongdeungpo,2016-03-01,18607,19104,271238,18256,51240,378445,9155,9123,134085,8699,28108,189170,9452,9981,137153,9557,23132,189275
Yeongdeungpo,2016-04-01,18612,19037,271120,18240,51305,378314,9165,9077,133986,8728,28139,189095,9447,9960,137134,9512,23166,189219
Yeongdeungpo,2016-05-01,18599,18936,270805,18277,51354,377971,9151,9014,133845,8740,28153,188903,9448,9922,136960,9537,23201,189068
Yeongdeungpo,2016-06-01,18523,18823,270269,18242,51343,377200,9082,8951,133572,8741,28157,188503,9441,9872,136697,9501,23186,188697
Yeongdeungpo,2016-07-01,18472,18656,269642,18180,51387,376337,9037,8857,133322,8713,28170,188099,9435,9799,136320,9467,23217,188238
Yeongdeungpo,2016-08-01,18390,18508,268906,18088,51343,375235,9013,8790,132975,8657,28148,187583,9377,9718,135931,9431,23195,187652
Yeongdeungpo,2016-09-01,18247,18391,267979,18039,51297,373953,8950,8712,132525,8634,28122,186943,9297,9679,135454,9405,23175,187010
Yeongdeungpo,2016-10-01,18099,18229,267270,18048,51188,372834,8892,8621,132196,8628,28071,186408,9207,9608,135074,9420,23117,186426
Yeongdeungpo,2016-11-01,17982,18088,266591,17958,51177,371796,8850,8565,131840,8603,28083,185941,9132,9523,134751,9355,23094,185855
Yeongdeungpo,2016-12-01,17901,17985,265711,17830,51186,370613,8808,8515,131426,8551,28113,185413,9093,9470,134285,9279,23073,185200
Yeongdeungpo,2017-01-01,17712,17834,265328,17717,51448,370039,8717,8448,131291,8505,28251,185212,8995,9386,134037,9212,23197,184827
Yeongdeungpo,2017-02-01,17568,17751,264624,17462,51659,369064,8653,8415,130964,8381,28373,184786,8915,9336,133660,9081,23286,184278
Yeongdeungpo,2017-03-01,17419,17656,263998,17355,51644,368072,8547,8329,130733,8350,28408,184367,8872,9327,133265,9005,23236,183705
Yeongdeungpo,2017-04-01,17369,17597,263803,17429,51839,368037,8515,8297,130643,8411,28495,184361,8854,9300,133160,9018,23344,183676
Yeongdeungpo,2017-05-01,17492,17539,264322,17475,52196,369024,8551,8266,130939,8430,28676,184862,8941,9273,133383,9045,23520,184162
Yeongdeungpo,2017-06-01,17470,17421,264408,17519,52356,369174,8522,8194,130982,8463,28756,184917,8948,9227,133426,9056,23600,184257
Yeongdeungpo,2017-07-01,17413,17364,264272,17461,52536,369046,8503,8161,130912,8428,28859,184863,8910,9203,133360,9033,23677,184183
Yeongdeungpo,2017-08-01,17377,17250,263894,17394,52743,368658,8474,8113,130691,8403,28989,184670,8903,9137,133203,8991,23754,183988
Yeongdeungpo,2017-09-01,17439,17135,263963,17371,52910,368818,8495,8028,130764,8391,29080,184758,8944,9107,133199,8980,23830,184060
Yeongdeungpo,2017-10-01,17377,17086,264175,17311,53086,369035,8447,8003,130797,8363,29156,184766,8930,9083,133378,8948,23930,184269
Yeongdeungpo,2017-11-01,17322,16994,264191,17296,53217,369020,8383,7974,130795,8370,29242,184764,8939,9020,133396,8926,23975,184256
Yeongdeungpo,2017-12-01,17255,16851,263917,17228,53299,368550,8350,7895,130693,8358,29279,184575,8905,8956,133224,8870,24020,183975
Yeongdeungpo,2018-01-01,17273,16722,264226,17181,53508,368910,8393,7810,130833,8350,29379,184765,8880,8912,133393,8831,24129,184145
Yeongdeungpo,2018-02-01,17169,16637,264433,17108,53652,368999,8325,7790,130968,8293,29446,184822,8844,8847,133465,8815,24206,184177
Yeongdeungpo,2018-03-01,17031,16529,264507,17175,53886,369128,8262,7757,131074,8335,29573,185001,8769,8772,133433,8840,24313,184127
Yeongdeungpo,2018-04-01,16965,16427,264571,17246,53974,369183,8233,7716,131138,8375,29621,185083,8732,8711,133433,8871,24353,184100
Yeongdeungpo,2018-05-01,16963,16336,264521,17278,54132,369230,8266,7666,131132,8405,29721,185190,8697,8670,133389,8873,24411,184040
Yeongdeungpo,2018-06-01,16869,16252,264387,17307,54188,369003,8211,7636,131079,8414,29775,185115,8658,8616,133308,8893,24413,183888
Yeongdeungpo,2018-07-01,16729,16125,264295,17289,54295,368733,8124,7588,131094,8434,29815,185055,8605,8537,133201,8855,24480,183678
Yeongdeungpo,2018-08-01,16648,16065,264248,17260,54402,368623,8106,7557,131106,8441,29896,185106,8542,8508,133142,8819,24506,183517
Yeongdeungpo,2018-09-01,16545,15951,264223,17287,54571,368577,8067,7504,131094,8460,29981,185106,8478,8447,133129,8827,24590,183471
Yeongdeungpo,2018-10-01,16469,15816,264073,17252,54689,368299,8018,7469,130979,8438,30074,184978,8451,8347,133094,8814,24615,183321
Yeongdeungpo,2018-11-01,16311,15702,263912,17256,54754,367935,7931,7410,130863,8436,30071,184711,8380,8292,133049,8820,24683,183224
Yeongdeungpo,2018-12-01,16191,15621,263858,17202,54906,367778,7859,7355,130805,8397,30138,184554,8332,8266,133053,8805,24768,183224
Yeongdeungpo,2019-01-01,16121,15505,264168,17182,55073,368049,7832,7299,131019,8397,30239,184786,8289,8206,133149,8785,24834,183263
Yeongdeungpo,2019-02-01,16042,15478,264599,17060,55258,368437,7793,7249,131261,8335,30359,184997,8249,8229,133338,8725,24899,183440
Yeongdeungpo,2019-03-01,16053,15331,264853,17077,55510,368824,7808,7172,131499,8350,30502,185331,8245,8159,133354,8727,25008,183493
Yeongdeungpo,2019-04-01,16035,15220,264957,17049,55613,368874,7791,7111,131573,8329,30524,185328,8244,8109,133384,8720,25089,183546
Yeongdeungpo,2019-05-01,16028,15163,265057,17051,55765,369064,7791,7085,131655,8328,30607,185466,8237,8078,133402,8723,25158,183598
Yeongdeungpo,2019-06-01,15996,15079,264958,17028,55956,369017,7785,7043,131685,8327,30717,185557,8211,8036,133273,8701,25239,183460
Yeongdeungpo,2019-07-01,15976,15001,264833,17018,56067,368895,7776,7016,131620,8329,30828,185569,8200,7985,133213,8689,25239,183326
Yeongdeungpo,2019-08-01,15854,14875,264568,17001,56268,368566,7726,6957,131565,8314,30937,185499,8128,7918,133003,8687,25331,183067
Yeongdeungpo,2019-09-01,15771,14763,264471,16971,56426,368402,7667,6909,131575,8300,31038,185489,8104,7854,132896,8671,25388,182913
Yeongdeungpo,2019-10-01,15665,14680,264212,16903,56592,368052,7642,6853,131499,8270,31113,185377,8023,7827,132713,8633,25479,182675
Yeongdeungpo,2019-11-01,15583,14540,264032,16906,56739,367800,7607,6785,131403,8281,31181,185257,7976,7755,132629,8625,25558,182543
Yeongdeungpo,2019-12-01,15527,14430,263925,16839,56957,367678,7597,6755,131348,8237,31303,185240,7930,7675,132577,8602,25654,182438
Yeongdeungpo,2020-01-01,15418,14371,264017,16798,57312,367916,7536,6732,131426,8220,31498,185412,7882,7639,132591,8578,25814,182504
Yeongdeungpo,2020-02-01,15512,14397,265631,16846,57722,370108,7585,6751,132327,8245,31732,186640,7927,7646,133304,8601,25990,183468
Yeongdeungpo,2020-03-01,15614,14391,266732,16900,58266,371903,7637,6775,132858,8274,32043,187587,7977,7616,133874,8626,26223,184316
Yeongdeungpo,2020-04-01,15524,14324,267034,16869,58474,372225,7586,6733,133023,8253,32184,187779,7938,7591,134011,8616,26290,184446
Yeongdeungpo,2020-05-01,15483,14238,267253,16873,58721,372568,7577,6686,133193,8254,32323,188033,7906,7552,134060,8619,26398,184535
Yeongdeungpo,2020-06-01,15458,14224,267777,16914,58976,373349,7581,6685,133469,8264,32445,188444,7877,7539,134308,8650,26531,184905
Yeongdeungpo,2020-07-01,15448,14195,268321,16918,59215,374097,7597,6680,133815,8267,32582,188941,7851,7515,134506,8651,26633,185156
Yeongdeungpo,2020-08-01,15484,14220,268990,16939,59500,375133,7604,6680,134245,8268,32733,189530,7880,7540,134745,8671,26767,185603
Yeongdeungpo,2020-09-01,15449,14214,269247,16956,59764,375630,7557,6682,134400,8301,32890,189830,7892,7532,134847,8655,26874,185800
Yeongdeungpo,2020-10-01,15534,14267,270100,16961,60062,376924,7603,6691,134829,8300,33084,190507,7931,7576,135271,8661,26978,186417
Yeongdeungpo,2020-11-01,15620,14288,271051,16977,60340,378276,7648,6682,135365,8310,33210,191215,7972,7606,135686,8667,27130,187061
Yeongdeungpo,2020-12-01,15642,14241,271872,17062,60663,379480,7661,6679,135767,8361,33365,191833,7981,7562,136105,8701,27298,187647
Yeongdeungpo,2021-01-01,15549,14310,272170,17133,61007,380169,7606,6724,135944,8408,33527,192209,7943,7586,136226,8725,27480,187960
Yeongdeungpo,2021-02-01,15477,14300,272364,17065,61237,380443,7555,6730,136099,8379,33651,192414,7922,7570,136265,8686,27586,188029
Yeongdeungpo,2021-03-01,15340,14230,271074,17047,59899,377590,7489,6697,135533,8377,32802,190898,7851,7533,135541,8670,27097,186692
Yeongdeungpo,2021-04-01,15310,14140,271141,17089,60016,377696,7496,6655,135622,8401,32870,191044,7814,7485,135519,8688,27146,186652
Yeongdeungpo,2021-05-01,15250,14082,270898,17164,60183,377577,7464,6629,135547,8417,32956,191013,7786,7453,135351,8747,27227,186564
Yeongdeungpo,2021-06-01,15185,14104,270654,17166,60312,377421,7423,6635,135447,8407,33027,190939,7762,7469,135207,8759,27285,186482
Yeongdeungpo,2021-07-01,15111,14077,270608,17177,60435,377408,7399,6637,135425,8405,33110,190976,7712,7440,135183,8772,27325,186432
Yeongdeungpo,2021-08-01,14983,14058,270784,17166,60664,377655,7336,6630,135539,8417,33207,191129,7647,7428,135245,8749,27457,186526
